season,bowler,runs_conceded,balls_bowled,wickets,extras_conceded,wides,noballs,economy,bowling_avg,bowling_sr
2024,RA Jadeja,366,285,8,5,2,1,7.81,46.38,35.62
2024,RD Chahar,276,189,10,4,2,1,8.89,28.0,18.9
2024,RJ Gleeson,67,51,1,5,3,1,8.47,72.0,51.0
2024,RJW Topley,163,95,4,5,5,0,10.61,42.0,23.75
2024,Ramandeep Singh,9,4,0,0,0,0,13.5,inf,inf
2024,Rashid Khan,367,262,10,5,0,0,8.52,37.2,26.2
2024,Rasikh Salam,260,156,9,11,9,0,10.42,30.11,17.33
2024,Ravi Bishnoi,375,270,10,9,8,0,8.53,38.4,27.0
2024,S Dube,14,6,1,0,0,0,14.0,14.0,6.0
2024,S Gopal,67,42,3,0,0,0,9.57,22.33,14.0
2024,S Joseph,37,30,0,14,3,3,10.2,inf,inf
2024,S Sandeep Warrier,115,70,6,7,3,1,10.46,20.33,11.67
2024,SH Johnson,148,99,4,7,3,0,9.39,38.75,24.75
2024,SM Curran,408,254,16,14,7,1,9.97,26.38,15.88
2024,SN Thakur,302,197,5,13,4,3,9.59,63.0,39.4
2024,SP Narine,363,334,18,13,4,0,6.75,20.89,18.56
2024,SZ Mulani,54,33,0,3,3,0,10.36,inf,inf
2024,Sandeep Sharma,303,236,15,11,8,0,7.98,20.93,15.73
2024,Shahbaz Ahmed,269,166,7,8,0,1,10.01,39.57,23.71
2024,Shashank Singh,5,6,1,0,0,0,5.0,5.0,6.0
2024,Sikandar Raza,22,12,0,0,0,0,11.0,inf,inf
2024,Simarjeet Singh,113,80,6,9,8,0,9.15,20.33,13.33
2024,Sumit Kumar,36,22,0,2,2,0,10.36,inf,inf
2024,Suyash Sharma,50,25,0,1,1,0,12.24,inf,inf
2024,Swapnil Singh,131,92,6,2,1,1,8.67,22.17,15.33
2024,T Natarajan,441,332,20,28,24,0,8.48,23.45,16.6
2024,T Stubbs,14,13,3,1,1,0,6.92,5.0,4.33
2024,TA Boult,425,333,16,23,13,0,8.07,28.0,20.81
2024,TM Head,32,10,0,0,0,0,19.2,inf,inf
2024,TU Deshpande,401,310,18,34,20,2,8.42,24.17,17.22
2024,Tilak Varma,8,4,0,0,0,0,12.0,inf,inf
2024,UT Yadav,207,129,9,4,3,0,9.81,23.44,14.33
2024,Umran Malik,14,7,0,1,1,0,12.86,inf,inf
2024,V Kaverappa,36,24,2,0,0,0,9.0,18.0,12.0
2024,V Viyaskanth,86,60,1,4,0,0,9.0,90.0,60.0
2024,VG Arora,255,201,11,29,15,6,8.48,25.82,18.27
2024,VR Iyer,28,6,0,0,0,0,28.0,inf,inf
2024,Vijaykumar Vyshak,139,90,6,4,3,0,9.53,23.83,15.0
2024,WG Jacks,98,55,2,2,1,0,10.91,50.0,27.5
2024,Washington Sundar,73,30,1,0,0,0,14.6,73.0,30.0
2024,YS Chahal,531,362,19,17,13,1,9.08,28.84,19.05
2024,Yash Dayal,434,322,16,38,18,3,8.8,29.5,20.12
2024,Yash Thakur,390,225,12,15,11,1,10.8,33.75,18.75
2024,Yudhvir Singh,52,24,1,0,0,0,13.0,52.0,24.0
2025,A Badoni,13,10,2,0,0,0,7.8,6.5,5.0
2025,A Kamboj,171,130,8,2,0,1,7.98,21.62,16.25
2025,A Nortje,76,45,1,11,3,0,11.6,87.0,45.0
2025,A Zampa,92,50,2,2,2,0,11.28,47.0,25.0
2025,AD Russell,212,114,8,6,2,3,11.47,27.25,14.25
2025,AK Markram,100,68,4,2,2,0,9.0,25.5,17.0
2025,AR Patel,310,219,6,4,3,0,8.6,52.33,36.5
2025,AS Roy,26,25,2,1,1,0,6.48,13.5,12.5
2025,Abdul Samad,6,2,0,0,0,0,18.0,inf,inf
2025,Abhishek Sharma,111,67,0,2,1,0,10.12,inf,inf
2025,Akash Deep,212,127,3,18,13,0,10.87,76.67,42.33
2025,Akash Madhwal,155,97,4,12,7,0,10.33,41.75,24.25
2025,Akash Singh,99,67,4,0,0,0,8.87,24.75,16.75
2025,Arshad Khan,207,136,6,13,9,1,9.71,36.67,22.67
2025,Arshdeep Singh,496,367,22,31,17,0,8.62,23.95,16.68
2025,Ashwani Kumar,223,132,11,11,7,2,10.64,21.27,12.0
2025,Avesh Khan,477,294,13,10,10,0,9.94,37.46,22.62
2025,Azmatullah Omarzai,270,169,8,12,7,0,10.01,35.25,21.12
2025,B Kumar,477,318,18,13,6,0,9.25,27.22,17.67
2025,C Bosch,52,45,1,4,3,0,7.47,56.0,45.0
2025,C Sakariya,38,19,0,1,1,0,12.32,inf,inf
2025,CV Varun,375,308,17,15,8,0,7.6,22.94,18.12
2025,DJ Hooda,14,7,0,1,1,0,12.86,inf,inf
2025,DL Chahar,354,263,12,24,15,2,8.62,31.5,21.92
2025,DS Rathi,416,321,14,19,7,2,8.13,31.07,22.93
2025,E Malinga,233,165,14,11,5,0,8.87,17.43,11.79
2025,Fazalhaq Farooqi,208,104,0,3,2,0,12.17,inf,inf
2025,G Coetzee,127,76,2,6,4,0,10.5,66.5,38.0
2025,GJ Maxwell,106,82,4,5,4,0,8.12,27.75,20.5
2025,HH Pandya,323,229,14,22,16,3,9.04,24.64,16.36
2025,HV Patel,403,286,17,31,19,4,9.1,25.53,16.82
2025,Harpreet Brar,188,134,10,2,1,1,8.51,19.0,13.4
2025,Harsh Dubey,97,61,5,1,1,0,9.64,19.6,12.2
2025,Harshit Rana,436,276,15,21,10,2,9.93,30.47,18.4
2025,I Sharma,198,117,4,12,7,0,10.77,52.5,29.25
2025,Ishan Kishan,4,1,0,0,0,0,24.0,inf,inf
2025,J Overton,78,41,0,6,5,0,12.29,inf,inf
2025,JC Archer,408,292,12,37,17,2,9.14,37.08,24.33
2025,JD Unadkat,172,146,12,5,3,0,7.27,14.75,12.17
2025,JJ Bumrah,311,289,21,11,5,0,6.69,15.33,13.76
2025,JR Hazlewood,380,270,22,9,6,0,8.64,17.68,12.27
2025,K Kartikeya,76,49,2,2,1,0,9.55,39.0,24.5
2025,K Khejroliya,28,19,1,1,1,0,9.16,29.0,19.0
2025,K Rabada,158,88,2,6,4,0,11.18,82.0,44.0
2025,KA Jamieson,143,94,5,4,4,0,9.38,29.4,18.8
2025,KH Pandya,370,283,17,10,7,0,8.06,22.35,16.65
2025,KK Ahmed,437,290,16,17,7,3,9.39,28.38,18.12
2025,KT Maphaka,52,32,1,6,2,0,10.88,58.0,32.0
2025,KV Sharma,127,91,7,6,1,0,8.77,19.0,13.0
2025,Karim Janat,30,6,0,0,0,0,30.0,inf,inf
2025,Kuldeep Yadav,384,324,16,8,5,1,7.26,24.5,20.25
2025,L Ngidi,81,48,4,0,0,0,10.12,20.25,12.0
2025,LH Ferguson,93,76,6,14,8,0,8.45,17.83,12.67
2025,LS Livingstone,76,54,2,0,0,0,8.44,38.0,27.0
2025,M Jansen,417,300,16,31,15,2,8.96,28.0,18.75
2025,M Pathirana,387,284,15,43,32,1,9.08,28.67,18.93
2025,M Prasidh Krishna,477,364,26,29,10,0,8.34,19.46,14.0
2025,M Shahrukh Khan,13,6,1,0,0,0,13.0,13.0,6.0
2025,M Siddharth,65,43,2,3,1,0,9.49,34.0,21.5
2025,M Theekshana,384,271,11,28,17,2,9.12,37.45,24.64
2025,M Tiwari,14,6,0,0,0,0,14.0,inf,inf
2025,MA Starc,376,245,19,37,8,4,10.11,21.74,12.89
2025,MJ Santner,302,247,10,14,10,0,7.68,31.6,24.7
2025,MM Ali,133,99,6,3,3,0,8.24,22.67,16.5
2025,MM Sharma,244,163,2,15,10,3,9.53,129.5,81.5
2025,MP Stoinis,169,91,1,8,5,1,11.67,177.0,91.0
2025,MP Yadav,95,53,2,5,5,0,11.32,50.0,26.5
2025,Mohammed Shami,326,187,6,22,6,1,11.17,58.0,31.17
2025,Mohammed Siraj,497,367,16,43,25,0,8.83,33.75,22.94
2025,Mujeeb Ur Rahman,23,13,1,5,1,0,12.92,28.0,13.0
2025,Mukesh Choudhary,71,36,1,0,0,0,11.83,71.0,36.0
2025,Mukesh Kumar,390,255,14,21,16,2,9.67,29.36,18.21
2025,Musheer Khan,27,12,1,0,0,0,13.5,27.0,12.0
2025,Mustafizur Rahman,87,66,4,0,0,0,7.91,21.75,16.5
2025,N Rana,18,12,0,0,0,0,9.0,inf,inf
2025,N Thushara,24,26,1,6,1,1,6.92,30.0,26.0
2025,N Wadhera,9,5,0,0,0,0,10.8,inf,inf
2025,NT Ellis,37,25,1,2,1,0,9.36,39.0,25.0
2025,Naman Dhir,21,24,1,0,0,0,5.25,21.0,24.0
2025,Nithish Kumar Reddy,43,34,4,4,4,0,8.29,11.75,8.5
2025,Noor Ahmad,386,314,24,30,11,3,7.95,17.33,13.08
2025,P Dubey,20,12,1,1,0,0,10.5,21.0,12.0
2025,PHKD Mendis,60,42,2,0,0,0,8.57,30.0,21.0
2025,PJ Cummins,436,312,16,24,13,1,8.85,28.75,19.5
2025,PVD Chameera,189,111,4,9,8,1,10.7,49.5,27.75
2025,PVSN Raju,48,29,2,6,5,0,11.17,27.0,14.5
2025,PWA Mulder,16,6,0,0,0,0,16.0,inf,inf
2025,PWH de Silva,366,251,11,10,5,0,8.99,34.18,22.82
2025,Prince Yadav,218,144,5,8,7,0,9.42,45.2,28.8
2025,R Ashwin,280,189,7,6,3,0,9.08,40.86,27.0
2025,R Parag,161,128,4,10,8,0,8.02,42.75,32.0
2025,R Sai Kishore,386,262,19,10,7,0,9.07,20.84,13.79
2025,R Shepherd,145,90,6,11,6,0,10.4,26.0,15.0
2025,RA Jadeja,319,232,10,6,3,2,8.41,32.5,23.2
2025,RD Chahar,9,6,0,0,0,0,9.0,inf,inf
2025,RJ Gleeson,38,22,1,1,1,0,10.64,39.0,22.0
2025,RJW Topley,40,18,0,0,0,0,13.33,inf,inf
2025,Rashid Khan,508,336,9,15,6,0,9.34,58.11,37.33
2025,Rasikh Salam,68,38,1,3,2,0,11.21,71.0,38.0
2025,Ravi Bishnoi,390,233,9,12,11,0,10.35,44.67,25.89
2025,S Dube,28,13,0,5,1,0,15.23,inf,inf
2025,SH Johnson,128,73,1,6,5,0,11.01,134.0,73.0
2025,SM Curran,131,74,1,4,2,0,10.95,135.0,74.0
2025,SN Thakur,353,226,15,23,21,1,9.98,25.07,15.07
2025,SP Narine,346,275,12,11,3,2,7.79,29.75,22.92
2025,Sandeep Sharma,354,243,10,22,19,1,9.28,37.6,24.3
2025,Shahbaz Ahmed,97,56,1,6,5,0,11.04,103.0,56.0
2025,Shashank Singh,27,12,0,0,0,0,13.5,inf,inf
2025,Simarjeet Singh,138,63,2,8,2,1,13.9,73.0,31.5
2025,Suryansh Shedge,39,19,0,1,0,1,12.63,inf,inf
2025,Suyash Sharma,433,305,9,21,5,0,8.93,50.44,33.89
2025,T Natarajan,53,25,1,0,0,0,12.72,53.0,25.0
2025,T Stubbs,40,12,0,0,0,0,20.0,inf,inf
2025,TA Boult,502,357,23,18,11,0,8.74,22.61,15.52
2025,TU Deshpande,320,212,9,22,20,0,9.68,38.0,23.56
2025,V Nigam,345,244,12,16,6,4,8.88,30.08,20.33
2025,V Puthur,108,73,6,1,1,0,8.96,18.17,12.17
2025,VG Arora,413,272,19,18,17,0,9.51,22.68,14.32
2025,Vijaykumar Vyshak,166,113,4,15,10,1,9.61,45.25,28.25
2025,W O'Rourke,129,64,6,3,2,0,12.38,22.0,10.67
2025,WG Jacks,111,90,6,10,5,1,8.07,20.17,15.0
2025,Washington Sundar,109,67,2,3,2,0,10.03,56.0,33.5
2025,XC Bartlett,96,60,2,0,0,0,9.6,48.0,30.0
2025,YS Chahal,419,277,16,12,7,0,9.34,26.94,17.31
2025,Yash Dayal,455,305,14,24,7,4,9.42,34.21,21.79
2025,Yash Thakur,75,43,1,5,3,1,11.16,80.0,43.0
2025,Yudhvir Singh,126,71,4,6,4,1,11.15,33.0,17.75
2025,Zeeshan Ansari,327,209,8,7,5,1,9.59,41.75,26.12
